rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Other Current Assets,Total Current Assets,Fixed Equipment,Major Movable Equipment,Total Assets,"Salaries, Wages, and Fees Payable",Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Net Revenue from Stand-Alone CHIP
732829,50438,HUNTINGTON HOSPITAL,100 WEST CALIFORNIA,PASADENA,CA,91105,LOS ANGELES,31084.0,R,STH,1,2,1/1/2022,6/30/2022,2937.21,41.2,,14919.0,3828.0,58155.0,468.0,84287.0,,2688.0,541.0,11560.0,531.0,,13444.0,2612.0,46989.0,379.0,70319.0,,2688.0,541.0,11560.0,6495346.0,2358911.0,7077722.0,32710148.0,161727432.0,240095809.0,11597423.0,343929970.0,1444335928.0,551035060.0,1995370988.0,34721138.0,,161727432.0,29069550.0,,260030.0,109869934.0,,-10486917.0,266300994.0,,163455811.0,1138292756.0,,117335777.0,161657414.0,,,348436430.0,348436430.0,510093844.0,628198912.0,1138292756.0,,1713937.0,0.1675,26997701.0,2006871.0,1452776343.0,547262352.0,2000038695.0,1647465674.0,352573021.0,401823241.0,-49250220.0,-14790053.0,-64040273.0,,-64040273.0,0.172364,34776505.0,
733019,34039,TALAS HARBOR AT BUCKEYE LLC,1407 S 9TH AVE,PHOENIX,AZ,85007-3904,,,,PH,2,5,10/21/2021,3/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733234,180078,PAINTSVILLE ARH HOSPITAL,625 JAMES S. TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,JOHNSON,99918.0,R,STH,1,2,12/1/2021,6/30/2022,98.01,,,1093.0,152.0,3471.0,47.0,9964.0,,254.0,38.0,879.0,47.0,,866.0,108.0,2593.0,40.0,8480.0,,254.0,38.0,879.0,89606.0,15556269.0,2882804.0,2882804.0,6707943.0,13337504.0,78319.0,20522059.0,49923207.0,64456529.0,114379736.0,3238010.0,,6707943.0,1902681.0,,,53884838.0,-45747419.0,,11022674.0,,,15425394.0,,-218329.0,-218329.0,,,-126614.0,-126614.0,-344943.0,15770337.0,15425394.0,,61543.0,0.12,,,48568045.0,65828897.0,114396942.0,95527985.0,18868957.0,20045447.0,-1176490.0,-4196992.0,-5373482.0,,-5373482.0,0.17942,10982251.0,
734041,230239,MYMICHIGAN MEDICAL CENTER SAULT,500 OSBORNE BOULEVARD,SAULT STE. MARIE,MI,49783-,CHIPPEWA,99923.0,R,STH,1,2,1/1/2022,6/30/2022,688.39,,,1327.0,185.0,4912.0,42.0,7602.0,,247.0,69.0,1054.0,105.0,,1165.0,185.0,3911.0,36.0,6516.0,,247.0,69.0,1054.0,181826.0,1107336.0,617744.0,2777685.0,28532415.0,34613953.0,2463930.0,49462459.0,27277303.0,93816568.0,121093871.0,5288316.0,146564.0,28375221.0,1095904.0,,,37392270.0,-28252417.0,1482885.0,39378104.0,10707377.0,,111924942.0,5592219.0,5461397.0,23947977.0,26578561.0,,6632104.0,33210665.0,57158642.0,54766300.0,111924942.0,,62537.0,0.12,2387300.0,,27494339.0,116272759.0,143767098.0,84150055.0,59617043.0,63146368.0,-3529325.0,1267857.0,-2261468.0,,-2261468.0,0.408464,5062687.0,
734053,240059,REGINA HOSPITAL,1175  NININGER ROAD,HASTINGS,MN,55033-,DAKOTA,33460.0,U,STH,1,2,1/1/2022,7/31/2022,208.23,,,472.0,62.0,1666.0,22.0,4664.0,,158.0,13.0,549.0,42.0,,472.0,52.0,1646.0,22.0,4664.0,,158.0,13.0,549.0,346857.0,1154992.0,787722.0,1013722.0,11808341.0,27732732.0,1764894.0,33580282.0,20923893.0,66825314.0,87749207.0,2442007.0,,11970920.0,4105985.0,,,20785446.0,-12989920.0,-1519.0,9573577.0,63588.0,14725483.0,55344124.0,1522473.0,20990196.0,24983836.0,,,20232.0,20232.0,25004068.0,30340056.0,55344124.0,,9958.0,0.0277,1390079.0,,22211740.0,67374905.0,89586645.0,55683966.0,33902679.0,39541073.0,-5638394.0,3118386.0,-2520008.0,,-2520008.0,0.382685,176695.0,
734301,390336,HAMPDEN MEDICAL CENTER,2200 GOOD HOPE ROAD,ENOLA,PA,17025,,25420.0,U,STH,1,2,1/24/2022,6/30/2022,165.0,,,808.0,108.0,4292.0,110.0,17380.0,,192.0,132.0,1218.0,110.0,,582.0,45.0,2589.0,96.0,15168.0,,192.0,132.0,1218.0,277171.0,3618.0,278437.0,7669854.0,13907505.0,44089208.0,13908695.0,61470526.0,45544989.0,55173543.0,100718532.0,2947841.0,,13907505.0,1450894.0,53867.0,,34040321.0,-26224897.0,20643.0,-369426400.0,,36503721.0,-69196465.0,2313475.0,2818410.0,8640406.0,,1206397.0,372733.0,1579130.0,10219536.0,-79416001.0,-69196465.0,,52638.0,0.1329,,,48794584.0,54648619.0,103443203.0,76745686.0,26697517.0,57996713.0,-31299196.0,536409.0,-30762787.0,,-30762787.0,0.61032,6295633.0,
734549,490019,UVA HEALTH CULPEPER MEDICAL CENTER,501 SUNSET LANE,CULPEPER,VA,22701-,CULPEPER,47894.0,U,STH,1,10,1/1/2022,6/30/2022,577.67,,,2737.0,790.0,6460.0,70.0,12670.0,,546.0,443.0,1376.0,70.0,,2447.0,406.0,5239.0,64.0,11584.0,,546.0,443.0,1376.0,3156921.0,4178880.0,4273554.0,6599057.0,21766373.0,43027426.0,2886559.0,63946922.0,51532631.0,188515531.0,240048162.0,2474082.0,,21766373.0,4863757.0,,,74756138.0,-56611613.0,12799408.0,52393231.0,40766189.0,44055183.0,114820586.0,6394281.0,-452471.0,18555161.0,,,1016620.0,1016620.0,19571781.0,94084693.0,113656474.0,,118489.0,0.0883,2746230.0,,51532629.0,188515530.0,240048159.0,174096274.0,65951885.0,64793799.0,1158086.0,7961183.0,9119269.0,,9119269.0,0.266392,9277272.0,
735073,101993,DAYSTAR  INC.,3800S FLAMINGO RD,DAVIE,FL,33330-1616,,,,RNMHC,6,3,10/1/2021,11/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735178,313035,ENCOMPASS HEALTH REHABILITATION HOSP,2 CENTRE PLAZA,TINTON FALLS,NJ,7724,MONMOUTH,35154.0,U,RH,5,5,1/1/2022,8/31/2022,129.54,,,7458.0,231.0,10344.0,60.0,14580.0,,596.0,17.0,803.0,60.0,,7458.0,231.0,10344.0,60.0,14580.0,,596.0,17.0,803.0,,,-10395.0,-10395.0,7996522.0,7302004.0,632671.0,15224204.0,24251607.0,,24251607.0,2398355.0,,7996522.0,591058.0,,,5184672.0,-1312150.0,,6941461.0,,4250942.0,15232785.0,1097604.0,202655.0,1888444.0,,,4958213.0,4958213.0,6846657.0,8386128.0,15232785.0,,,,,,24251607.0,,24251607.0,5658559.0,18593048.0,15298526.0,3294522.0,21475.0,3315997.0,,3315997.0,0.627761,,
735197,450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833-,WASHINGTON,99945.0,R,STH,1,2,1/1/2022,4/20/2022,46.78,,,514.0,42.0,1455.0,55.0,6050.0,,111.0,9.0,360.0,55.0,,514.0,16.0,1271.0,55.0,6050.0,,111.0,9.0,360.0,1012203.0,1304245.0,1279914.0,1288865.0,4302058.0,7874331.0,412252.0,11046057.0,10556158.0,43932702.0,54488860.0,893781.0,,4225975.0,825573.0,,,11669225.0,-7204091.0,,8402347.0,,9913753.0,27310015.0,8884.0,1952606.0,5347807.0,,,-493752.0,-493752.0,4854055.0,22455960.0,27310015.0,,24853.0,0.1077,586260.0,,10570969.0,43932704.0,54503673.0,42206832.0,12296841.0,12174317.0,122524.0,1975468.0,2097992.0,3.0,2097989.0,0.202721,1244568.0,14112.0
735495,170175,CENTURA ST CATHERINE - DODGE CITY,3001 AVENUE A,DODGE CITY,KS,67801-,FORD,99917.0,R,STH,1,2,5/1/2022,6/30/2022,148.22,,,253.0,227.0,755.0,89.0,5429.0,,67.0,99.0,256.0,89.0,,179.0,165.0,464.0,73.0,4453.0,,67.0,99.0,256.0,,2421350.0,541678.0,794130.0,2429561.0,5192980.0,337353.0,6086115.0,9786148.0,17419308.0,27205456.0,570974.0,,2429561.0,496440.0,,,27404403.0,-19275633.0,,9571018.0,,,10216871.0,664006.0,4521138.0,8853364.0,,46241.0,,46241.0,8899605.0,1317266.0,10216871.0,,17698.0,0.12,,,10140547.0,17532941.0,27673488.0,19393892.0,8279596.0,7622541.0,657055.0,538.0,657593.0,,657593.0,0.223709,684413.0,
735699,170175,WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,DODGE CITY,KS,67801-,FORD,99917.0,R,STH,1,4,3/1/2022,4/30/2022,208.87,,,346.0,98.0,882.0,89.0,5429.0,,87.0,14.0,279.0,89.0,,264.0,21.0,591.0,73.0,4453.0,,87.0,14.0,279.0,157032.0,1155263.0,377785.0,458576.0,3144480.0,5472034.0,248504.0,5693858.0,11689701.0,18806942.0,30496643.0,428996.0,,3144480.0,520573.0,,,9414057.0,,,11360912.0,1422742.0,4798594.0,92299380.0,1554932.0,33716884.0,37199151.0,-65339107.0,45943.0,,-65293164.0,-28094013.0,120393393.0,92299380.0,,15863.0,0.0677,,,11706757.0,21226736.0,32933493.0,23628492.0,9305001.0,8764970.0,540031.0,18447.0,558478.0,,558478.0,0.186704,408207.0,
735715,340075,BLUE RIDGE HEALTHCARE HOSPITALS,2201 SOUTH STERLING STREET,MORGANTON,NC,28655,BURKE,25860.0,U,STH,1,2,1/1/2022,6/30/2022,644.25,25.24,,3189.0,921.0,15805.0,156.0,28236.0,,607.0,195.0,3202.0,156.0,,2955.0,727.0,13167.0,136.0,24616.0,,607.0,195.0,3202.0,3471913.0,10626456.0,5286963.0,5287662.0,45420705.0,79366912.0,3551790.0,89518814.0,160528966.0,371794400.0,532323366.0,5207753.0,,44841731.0,7029011.0,,177777.0,160896244.0,-138136513.0,,230432586.0,113926613.0,23012.0,628906378.0,6226221.0,67208363.0,91994887.0,,58373638.0,583953.0,58957591.0,150952478.0,477953900.0,628906378.0,,211240.0,0.1528,7439084.0,501822.0,172707874.0,380457562.0,553165436.0,434663826.0,118501610.0,124787617.0,-6286007.0,-27972013.0,-34258020.0,,-34258020.0,0.168166,12882269.0,2052.0
735758,14012,MARY S HARPER GERIATRIC PSYCH CEN,201 UNIVERSITY BOULEVARD,TUSCALOOSA,AL,35402-,TUSCALOOSA,46220.0,U,PH,4,10,10/1/2021,9/30/2022,204.95,,,363.0,10993.0,22944.0,126.0,45990.0,,12.0,51.0,73.0,126.0,,363.0,10993.0,22944.0,126.0,45990.0,,12.0,51.0,73.0,,,,,11788994.0,10355542.0,137014.0,26353771.0,24309119.0,4680.0,24313799.0,,,,,,,,,,,,1501801.0,2214223.0,,,,,,,,,2214223.0,2214223.0,,,,,,24237554.0,76245.0,24313799.0,,24313799.0,22144536.0,2169263.0,44960.0,2214223.0,,2214223.0,,,
735865,60044,CENTURA ST. ELIZABETH HOSPITAL,1000 LINCOLN STREET,FORT MORGAN,CO,80701,MORGAN,99906.0,R,STH,1,2,5/1/2022,6/30/2022,155.56,,,129.0,165.0,475.0,36.0,2196.0,,29.0,69.0,128.0,50.0,,129.0,152.0,390.0,30.0,1830.0,,29.0,69.0,128.0,,677172.0,163637.0,903886.0,2794229.0,3907667.0,411923.0,4790315.0,6540498.0,13283046.0,19823544.0,463173.0,,2794229.0,136265.0,,,12667211.0,-6387572.0,,7782494.0,,,8070096.0,804368.0,4202218.0,7841741.0,,159833.0,,159833.0,8001574.0,68522.0,8070096.0,,7995.0,0.12,,,12094533.0,8830069.0,20924602.0,14650068.0,6274534.0,6701896.0,-427362.0,20384.0,-406978.0,,-406978.0,0.241648,591423.0,
736324,452111,ATRIUM MEDICAL CENTER,2813 S. MAYHILL ROAD,DENTON,TX,76208,DENTON,19124.0,U,LTCH,2,5,12/1/2021,11/30/2022,108.03,,,1751.0,,3249.0,18.0,6570.0,,79.0,,114.0,18.0,,1751.0,,3249.0,18.0,6570.0,,79.0,,114.0,,,,,9222665.0,42629290.0,86212.0,51699234.0,18751527.0,153418429.0,172169956.0,,,,,,,618675.0,-55741.0,,3707702.0,,574823.0,4730009.0,192468.0,4084555.0,6067819.0,,5185106.0,,5185106.0,11252925.0,-6522916.0,4730009.0,,,,,,,,,,,51851955.0,-51851955.0,,-51851955.0,,-51851955.0,,,
736428,50849,COMMUNITY HOSPITAL LONG BEACH,1720 TERMINO AVE,LONG BEACH,CA,90804-2104,,,,STH,5,5,1/1/2022,4/25/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736471,304001,HAMPSTEAD HOSPITAL AND RESIDENTIAL T,218 EAST RD,HAMPSTEAD,NH,03841-2305,,,,PH,4,4,1/1/2022,6/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736894,241373,PERHAM MEMORIAL HOSPITAL AND HOME,1000 CONEY STREET WEST,PERHAM,MN,56573,OTTER TAIL,99924.0,R,CAH,1,11,10/1/2021,9/30/2022,309.26,,,1011.0,97.0,2980.0,25.0,9125.0,,202.0,39.0,951.0,104.0,,740.0,54.0,2197.0,25.0,9125.0,,202.0,39.0,951.0,211390.0,1812745.0,1002914.0,2673684.0,32041682.0,34353434.0,4162617.0,49501668.0,27110370.0,85252812.0,112363182.0,,,,,,,9738959.0,,,29667214.0,,20384007.0,101998646.0,280391.0,120635.0,8799105.0,,,38037756.0,38037756.0,46836861.0,55161785.0,101998646.0,,,,,,29417127.0,101486856.0,130903983.0,65157574.0,65746409.0,68261048.0,-2514639.0,-795300.0,-3309939.0,,-3309939.0,0.440551,5649491.0,
736910,360009,LIMA MEMORIAL HOSPITAL,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804-,ALLEN,30620.0,R,STH,1,2,1/1/2022,12/31/2022,1223.75,,,7791.0,979.0,25098.0,110.0,40035.0,,1912.0,210.0,6022.0,127.0,,6059.0,544.0,18437.0,88.0,32005.0,,1912.0,210.0,6022.0,2473388.0,18608332.0,7276392.0,25271745.0,85575003.0,151668678.0,18754156.0,216055703.0,313657778.0,541520222.0,855178000.0,23695995.0,,85623503.0,8629480.0,,,125102123.0,-85802988.0,3108911.0,78967635.0,14127712.0,108121743.0,532321347.0,9933166.0,7389963.0,26129708.0,,78886827.0,7848152.0,86734979.0,112864687.0,419456660.0,532321347.0,,425887.0,0.0892,,,313659188.0,542345671.0,856004859.0,602499879.0,253504980.0,237243681.0,16261299.0,-884979.0,15376320.0,,15376320.0,0.252644,14230838.0,
736988,514011,HIGHLAND-CLARKSBURG HOSPITAL,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,,,,PH,4,2,10/1/2021,9/30/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737113,250018,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,99925.0,R,STH,1,9,10/1/2021,9/30/2022,84.69,,,1301.0,,1542.0,20.0,7300.0,,7.0,,11.0,20.0,,32.0,,42.0,20.0,7300.0,,7.0,,11.0,,1.0,1.0,81798.0,9335319.0,7770809.0,113585.0,15839147.0,11070978.0,8459774.0,19530752.0,591329.0,84115.0,9335319.0,,,,3280729.0,-1938208.0,,27183511.0,,15923138.0,31754646.0,675124.0,742091.0,1753783.0,,,,,1753783.0,30000863.0,31754646.0,,,,,,11486730.0,8466774.0,19953504.0,4922850.0,15030654.0,17106128.0,-2075474.0,-15739.0,-2091213.0,,-2091213.0,0.810985,45503.0,
737170,330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,SUFFOLK,35004.0,U,STH,1,2,1/1/2022,8/31/2022,1283.8,30.0,,14298.0,1433.0,30916.0,165.0,40095.0,,2398.0,215.0,5478.0,165.0,,12161.0,1242.0,26654.0,141.0,34263.0,,2398.0,215.0,5478.0,6811632.0,3444531.0,7367350.0,9327315.0,71532727.0,107928846.0,7073525.0,166278816.0,532241634.0,501338671.0,1033580305.0,27701636.0,,71532727.0,8199112.0,116312.0,403017.0,22849015.0,,263269.0,70573211.0,12730576.0,118773655.0,320768485.0,12475850.0,26054527.0,66557396.0,,,191042867.0,191042867.0,257600263.0,59306837.0,320768485.0,,782704.0,0.1018,901577.0,1998218.0,532241634.0,501338671.0,1033580305.0,882561080.0,151019225.0,179461573.0,-28442348.0,6328907.0,-22113441.0,,-22113441.0,0.160877,26463665.0,
737190,423033,TIDELANDS HEALTH REHABILITATION HOSP,4070 HIGHWAY 17 BYPASS SOUTH  4TH,MURRELLS INLET,SC,29576,GEORGETOWN,99942.0,R,RH,5,5,10/1/2021,9/30/2022,174.83,,,17014.0,,20663.0,75.0,27375.0,,1401.0,,1671.0,75.0,,17014.0,,20663.0,75.0,27375.0,,1401.0,,1671.0,,,,,13194464.0,14008786.0,2046018.0,26265331.0,51206168.0,,51206168.0,2364537.0,,13194464.0,77756.0,,,4933278.0,-1038032.0,,8935149.0,,5316087.0,47252378.0,1255180.0,3680732.0,5470012.0,,,18021139.0,18021139.0,23491151.0,23761227.0,47252378.0,,,,,,51206167.0,,51206167.0,15628476.0,35577691.0,27203250.0,8374441.0,45615.0,8420056.0,,8420056.0,,,
737350,14014,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,AL,36693-3313,,,,PH,4,9,10/1/2021,9/30/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737398,14017,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,BALDWIN,19300.0,U,PH,4,9,10/1/2021,9/30/2022,99.0,,,1357.0,,12869.0,66.0,24090.0,,61.0,,531.0,66.0,,1357.0,,12869.0,66.0,24090.0,,61.0,,531.0,,,,,69552750.0,52439461.0,5014656.0,11085964.0,2389751.0,,2389751.0,2490860.0,,69552750.0,,,,12250296.0,,,34194289.0,,15672904.0,128546837.0,6091474.0,,12537053.0,,20136304.0,13227735.0,33364039.0,45901092.0,82645745.0,128546837.0,,,,,,14774407.0,49466613.0,64241020.0,7595754.0,56645266.0,121992211.0,-65346945.0,66082083.0,735138.0,,735138.0,,,
737430,301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,03458-,HILLSBOROUGH,31700.0,R,CAH,1,2,10/1/2021,9/30/2022,452.9,,,1625.0,22.0,4362.0,25.0,9125.0,,343.0,9.0,1000.0,25.0,,1342.0,11.0,3525.0,25.0,9125.0,,343.0,9.0,1000.0,2636287.0,3436796.0,4439548.0,4439548.0,35728532.0,58179568.0,3888772.0,76661934.0,14852446.0,128605184.0,143457630.0,,,,,,,6450584.0,,,40715753.0,41414998.0,15856679.0,164422071.0,3774854.0,,40460953.0,,21294858.0,144803.0,21439661.0,61900614.0,102521457.0,164422071.0,,,,,,16059432.0,148291186.0,164350618.0,78544959.0,85805659.0,93908100.0,-8102441.0,11000373.0,2897932.0,12799133.0,-9901201.0,0.534387,149611.0,
737473,360147,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,OH,43750-,WASHINGTON,99936.0,R,STH,1,2,10/1/2021,9/30/2022,2448.0,32.81,,16306.0,985.0,42947.0,188.0,68620.0,,3332.0,305.0,9436.0,205.0,,15008.0,985.0,38275.0,177.0,64605.0,,3332.0,305.0,9436.0,8071007.0,30059061.0,17037122.0,48520089.0,236392918.0,306753251.0,41537520.0,425366674.0,341069224.0,1106927396.0,1447996620.0,55634785.0,,235764722.0,27909721.0,,774271.0,90042081.0,,15081834.0,176180323.0,,219981107.0,683090870.0,39316413.0,10832366.0,118595378.0,,,431488116.0,431488116.0,550083494.0,133007376.0,683090870.0,,813925.0,0.0976,20317320.0,2145627.0,339265102.0,1240610463.0,1579875565.0,1104072196.0,475803369.0,534603046.0,-58799677.0,50853913.0,-7945764.0,,-7945764.0,0.293762,54132014.0,
737578,491302,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,GILES,13980.0,U,CAH,1,2,10/1/2021,9/30/2022,189.4,,,2422.0,34.0,5464.0,25.0,9125.0,,407.0,9.0,1084.0,25.0,,1729.0,34.0,4108.0,25.0,9125.0,,407.0,9.0,1084.0,701964.0,3032154.0,1963804.0,2703381.0,39527501.0,45703423.0,2043205.0,75162313.0,31804372.0,142906034.0,174710406.0,,,,,,,33640176.0,-16726172.0,,17266814.0,1457477.0,22761046.0,54545790.0,4346520.0,508339.0,18639041.0,,35208966.0,6038635.0,41247601.0,59886642.0,-5340852.0,54545790.0,,,,,,31803927.0,150959040.0,182762967.0,110223898.0,72539069.0,85230924.0,-12691855.0,12058261.0,-633594.0,361593.0,-995187.0,0.430211,7035700.0,
737579,491304,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,ROCKBRIDGE,99949.0,R,CAH,1,2,10/1/2021,9/30/2022,218.12,,,2412.0,33.0,4621.0,25.0,9125.0,,525.0,13.0,1170.0,25.0,,2336.0,33.0,4508.0,25.0,9125.0,,525.0,13.0,1170.0,745843.0,4183312.0,1937016.0,1945776.0,21686634.0,38962227.0,2358837.0,51708414.0,31393911.0,160080931.0,191474842.0,,,,,,,32134725.0,-21187192.0,6002239.0,18146082.0,2054541.0,24388288.0,76023110.0,1900978.0,641700.0,6242031.0,,15334764.0,2079830.0,17414594.0,23656625.0,52366485.0,76023110.0,,,,,,31393912.0,167523083.0,198916995.0,138766087.0,60150908.0,60648861.0,-497953.0,1356840.0,858887.0,175682.0,683205.0,0.270053,9263696.0,
737637,450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,WILSON,41700.0,U,STH,1,13,10/1/2021,9/30/2022,218.85,,,984.0,13.0,2796.0,44.0,16060.0,,245.0,2.0,708.0,44.0,,765.0,1.0,2279.0,40.0,14600.0,,245.0,2.0,708.0,1348379.0,4726879.0,2514013.0,2514013.0,17882839.0,26631783.0,2437158.0,31233335.0,18247764.0,108452559.0,126700323.0,1533324.0,106575.0,17882839.0,2477451.0,,,23493637.0,-19134855.0,412032.0,26349638.0,1487706.0,12273762.0,49838043.0,974542.0,2528572.0,6631541.0,,,6993734.0,6993734.0,13625275.0,36212768.0,49838043.0,,,,,,18984992.0,122702994.0,141687986.0,99217509.0,42470477.0,44514622.0,-2044145.0,7645141.0,5600996.0,78004.0,5522992.0,0.246513,4228863.0,
737640,450369,CHILDRESS REGIONAL MEDICAL CENTER,HIGHWAY 83 NORTH,CHILDRESS,TX,79201,CHILDRESS,99945.0,R,STH,1,11,10/1/2021,9/30/2022,169.0,,287.0,881.0,40.0,2215.0,37.0,13505.0,80.0,179.0,14.0,415.0,39.0,175.0,781.0,28.0,1796.0,37.0,13505.0,80.0,179.0,14.0,415.0,2091159.0,2509810.0,3149752.0,3559900.0,18868354.0,16988229.0,1278759.0,33194228.0,13171018.0,64820001.0,77991019.0,1662706.0,309271.0,18868354.0,1133909.0,,,13251416.0,-9708963.0,129294.0,25087747.0,6955497.0,14158955.0,88222058.0,1302190.0,502221.0,9826930.0,,,,,9826930.0,69812942.0,79639872.0,,39218.0,0.12,,,13648575.0,68747803.0,82396378.0,44618640.0,37777738.0,35856583.0,1921155.0,6661031.0,8582186.0,,8582186.0,0.425616,1287011.0,992088.0
737650,13301,USA CHILDRENS AND WOMENS HOSPITAL,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,33660.0,U,CH,7,10,10/1/2021,9/30/2022,1195.06,69.33,,122.0,44751.0,59374.0,249.0,90885.0,,44.0,6530.0,9301.0,249.0,,122.0,14884.0,21652.0,131.0,47815.0,,44.0,6530.0,9301.0,,,,,76992165.0,161891583.0,11888650.0,213318239.0,237417628.0,296561665.0,533979293.0,,,,,,,31219645.0,-15722723.0,6285551.0,160357377.0,1930327.0,7584010.0,289830115.0,3698510.0,348637.0,14273104.0,,67235149.0,,67235149.0,81508253.0,208321862.0,289830115.0,,,,,,243145626.0,305901223.0,549046849.0,320202150.0,228844699.0,229527281.0,-682582.0,5714524.0,5031942.0,9847064.0,-4815122.0,,,
737677,250104,JEFF ANDERSON REGIONAL MEDICAL CENTE,2124 14TH STREET,MERIDIAN,MS,39301,LAUDERDALE,99925.0,R,STH,1,2,10/1/2021,9/30/2022,1178.58,2.38,,15068.0,7531.0,37979.0,270.0,98550.0,,2792.0,1575.0,8003.0,270.0,,12222.0,4343.0,27838.0,231.0,84315.0,,2792.0,1575.0,8003.0,7103622.0,10083764.0,9953345.0,9953345.0,81979406.0,186448228.0,1898395.0,182066241.0,253004130.0,401591962.0,654596092.0,13947251.0,,81979406.0,23534785.0,,,89894895.0,-67735068.0,,66707746.0,,,169737189.0,4675504.0,33180898.0,52185618.0,,,17317052.0,17317052.0,69502670.0,100234519.0,169737189.0,,991401.0,0.1424,6370224.0,,273727739.0,488147937.0,761875676.0,548604423.0,213271253.0,268427634.0,-55156381.0,41938729.0,-13217652.0,,-13217652.0,0.278135,17517757.0,
